"id","branch_id","market","market_kh","province","province_kh","district","district_kh","commune","commune_kh","village","village_kh","latitude","longitude","google_maps_url"
"661","THO02","Baray Market","ផ្សារបារាយណ៍","Kampong Thom","កំពង់ធំ","Baray","បារាយណ៍","Baray","បារាយណ៍","Baray Thum","បារាយណ៍ធំ","12.395187","105.085666","https://www.google.com/maps?q=12.395187,105.085666"
"662","PNP05","Korkkachern Market","ផ្សារកូរកកាចេរន","Phnom Penh Capital","រាជធានីភ្នំពេញ","Pur SenChey Khan","ខណ្ឌពោធិ៍សែនជ័យ","Chaom Chau 2 Sangkat","សង្កាត់ចោមចៅទី២","Chaom Chau 2","ចោមចៅ២","11.534711","104.84633","https://www.google.com/maps?q=11.534711,104.84633"
"663","KOH02","Thmosor","ផ្សារថ្មសរ","Koh Kong","កោះកុង","Kaoh Kong","កោះកុង","","","","","10.893528","103.408756","https://www.google.com/maps?q=10.893528,103.408756"
"664","BAT09","Plouv Bram Market","ផ្សារពលអូវ ប្រាម","Battambang","បាត់ដំបង","Phnum Proek","ភ្នំព្រឹក","Phnum Proek","ភ្នំព្រឹក","Phnum Proek","ភ្នំព្រឹក","13.211317","102.533282","https://www.google.com/maps?q=13.211317,102.533282"
"665","KAM01","Rai Nhean Market","ផ្សាររៃ ញេាន","Kampot","កំពត","Tuek Chhou","ទឹកឈូ","","","","","10.691584","104.254397","https://www.google.com/maps?q=10.691584,104.254397"
"666","CHA09","Preak Romdeng","ផ្សារព្រេាក រូមដេង","Kampong Cham","កំពង់ចាម","Srei Santhor","ស្រីសន្ធរ","","","","","11.899995","105.259202","https://www.google.com/maps?q=11.899995,105.259202"
"667","KAM03","Sdok Market","ផ្សារស្តុក","Kampot","កំពត","Angkor Chey","អង្គរជ័យ","Ankor Chey","អង្គរជ័យ","Angkor Chey Leu","អង្គរជ័យលើ","10.860561","104.610846","https://www.google.com/maps?q=10.860561,104.610846"
"668","STU01","Samoki Market","ផ្សារសាមូកី","Stung Treng","ស្ទឹងត្រែង","Stueng Traeng Municipality","ក្រុងស្ទឹងត្រែង","Stueng Traeng Sangkat","សង្កាត់ស្ទឹងត្រែង","","","13.530209","105.971182","https://www.google.com/maps?q=13.530209,105.971182"
"669","TAK01","Kouk Am Pov","ផ្សារគោក ាម ពូវ","Takeo","តាកែវ","Treang","ទ្រាំង","Srangae","ស្រង៉ែ","Chrang","ច្រាំង","10.9578","104.8303","https://www.google.com/maps?q=10.9578,104.8303"
"670","TAK03","Yai Trub Market","ផ្សារយៃ ត្រុប","Takeo","តាកែវ","Samraong","សំរោង","Samraong","សំរោង","Tuol Char","ទួលចារ","11.201526","104.787401","https://www.google.com/maps?q=11.201526,104.787401"
"671","PNP05","Veanmeah Market","ផ្សារវេានមេាហ","Phnom Penh Capital","រាជធានីភ្នំពេញ","Pur SenChey Khan","ខណ្ឌពោធិ៍សែនជ័យ","Kakab 1 Sangkat","សង្កាត់កាកាបទី១","","","11.534744","104.863019","https://www.google.com/maps?q=11.534744,104.863019"
"672","SIE02","Rohal Market","ផ្សាររូហាល","Siemreap","សៀមរាប","Banteay Srei","បន្ទាយស្រី","","","","","13.57842","103.996159","https://www.google.com/maps?q=13.57842,103.996159"
"673","CHA02","Tapang Deythmey Market","ផ្សារតាពាង ដេយថមេយ","Kampong Cham","កំពង់ចាម","Chamkar Leu","ចំការលើ","Chamkar Andoung","ចំការអណ្ដូង","Chamkar Andoung","ចំការអណ្ដូង","12.375058","105.219301","https://www.google.com/maps?q=12.375058,105.219301"
"674","CHA04","Chan Nimet Market","ផ្សារចាន នីមេត","Tboung Khmum","ត្បូងឃ្មុំ","Tboung Khmum","ត្បូងឃ្មុំ","","","","","12.077929","105.689687","https://www.google.com/maps?q=12.077929,105.689687"
"675","KOH01","Bonrruay Market","ផ្សារបូនររុាយ","Koh Kong","កោះកុង","Mondol Seima","មណ្ឌលសីមា","","","","","11.64277","102.933731","https://www.google.com/maps?q=11.64277,102.933731"
"676","PNP05","Piphopthmey Chhukvaii","ផ្សារពិភពថ្មី ឆុកវៃី","Phnom Penh Capital","រាជធានីភ្នំពេញ","Pur SenChey Khan","ខណ្ឌពោធិ៍សែនជ័យ","Samraong Kraom Sangkat","សង្កាត់សំរោងក្រោម","Samraong","សំរោង","11.573563","104.817267","https://www.google.com/maps?q=11.573563,104.817267"
"677","STU01","Orussey Market","ផ្សារអូរឫស្សី","Stung Treng","ស្ទឹងត្រែង","Stueng Traeng Municipality","ក្រុងស្ទឹងត្រែង","Stueng Traeng Sangkat","សង្កាត់ស្ទឹងត្រែង","","","13.525695","105.987318","https://www.google.com/maps?q=13.525695,105.987318"
"678","TAK03","Ang Seong Market","ផ្សារាង សេូង","Takeo","តាកែវ","Bati","បាទី","Chambak","ចំបក់","Bacham","បចាម","11.235031","104.827114","https://www.google.com/maps?q=11.235031,104.827114"
"679","KAM03","Tram Sar Sar Market","ផ្សារត្រាម សារ សារ","Kampot","កំពត","Banteay Meas","បន្ទាយមាស","Banteay Meas Khang lech","បន្ទាយមាសខាងលិច","Banteay Meas","បន្ទាយមាស","10.727362","104.590767","https://www.google.com/maps?q=10.727362,104.590767"
"680","BAT05","Khnach Romeas","ផ្សារខនាច រូមេាស","Battambang","បាត់ដំបង","Bavel","បវេល","Bavel","បវេល","Bavel Pir","បវេល ២","13.262603","102.949537","https://www.google.com/maps?q=13.262603,102.949537"
"681","SVA03","Chantrey Market","ផ្សារចានត្រេយ","Svay Rieng","ស្វាយរៀង","Romeas Haek","រមាសហែក","Chantrei","ចន្ដ្រី","Chantrei","ចន្ដ្រី","11.282442","105.724981","https://www.google.com/maps?q=11.282442,105.724981"
"682","KAM02","Chomkabey Market","ផ្សារចូមកាបេយ","Kampot","កំពត","Kampong Trach","កំពង់ត្រាច","Kampong Trach Khang Lech","កំពង់ត្រាចខាងលិច","Kampong Trach Ti  Pir","កំពង់ត្រាចទី ២","10.577048","104.390496","https://www.google.com/maps?q=10.577048,104.390496"
"683","BAN06","Phnom Leap Market","ផ្សារភ្នំលាប","Banteay Meanchey","បន្ទាយមានជ័យ","Preah Netr Preah","ព្រះនេត្រព្រះ","Phnum Lieb","ភ្នំលៀប","Phnum Lieb Lech","ភ្នំលៀបលិច","13.597265","103.353292","https://www.google.com/maps?q=13.597265,103.353292"
"684","CHA04","Pong Terk Market","ផ្សារពងទឹក","Tboung Khmum","ត្បូងឃ្មុំ","Tboung Khmum","ត្បូងឃ្មុំ","","","","","12.098375","105.69605","https://www.google.com/maps?q=12.098375,105.69605"
"685","SIE01","Thnol Chek Market","ផ្សារថ្នល់ចេក","Siemreap","សៀមរាប","Soutr Nikom","សូទ្រនិគម","Dam Daek","ដំដែក","Dam Daek Phsar","ដំដែកផ្សារ","13.238589","104.137398","https://www.google.com/maps?q=13.238589,104.137398"
"686","SIE01","Psa Angkor Tmey","ផ្សារ ាងកូរ ថ្មី","Siemreap","សៀមរាប","Siem Reap Municipality","ក្រុងសៀមរាប","Siem Reab Sangkat","សង្កាត់សៀមរាប","","","13.372429","103.841982","https://www.google.com/maps?q=13.372429,103.841982"
"687","PRE04","Bridge Market","ផ្សារស្ពាន","Prey Veng","ព្រៃវែង","Me Sang","មេសាង","Prey Totueng","ព្រៃទទឹង","Prey Totueng","ព្រៃទទឹង","11.389988","105.609769","https://www.google.com/maps?q=11.389988,105.609769"
"688","SIE01","Psa Phumpheak","ផ្សារ ផុមផេាក","Siemreap","សៀមរាប","Siem Reap Municipality","ក្រុងសៀមរាប","Siem Reab Sangkat","សង្កាត់សៀមរាប","","","13.412555","103.841805","https://www.google.com/maps?q=13.412555,103.841805"
"689","PNP01","Sereypheab","ផ្សារសិរីភាព","Phnom Penh Capital","រាជធានីភ្នំពេញ","Prampir Meakkakra Khan","ខណ្ឌ៧មករា","Ou Ruessei Ti Bei Sangkat","សង្កាត់អូរឫស្សីទី ៣","","","11.565971","104.915595","https://www.google.com/maps?q=11.565971,104.915595"
"690","PNP09","Ang Snuol Market","ផ្សារាង ស្នួល","Kandal","កណ្ដាល","Angk Snuol","អង្គស្នួល","","","","","11.507567","104.716045","https://www.google.com/maps?q=11.507567,104.716045"
"691","KAM02","Pou Chen Market","ផ្សារពោធិ៍ចិន","Kampot","កំពត","Kampong Trach","កំពង់ត្រាច","Kampong Trach Khang Lech","កំពង់ត្រាចខាងលិច","Kampong Trach Ti  Pir","កំពង់ត្រាចទី ២","10.540823","104.405208","https://www.google.com/maps?q=10.540823,104.405208"
"692","STU02","New Farm","ផ្សារនេវ ហ្វារម","Stung Treng","ស្ទឹងត្រែង","Sesan","សេសាន","","","","","13.642953","106.309072","https://www.google.com/maps?q=13.642953,106.309072"
"693","TAK03","Tropeang Andeuk Market","ផ្សារត្រពាំងអណ្តើក","Takeo","តាកែវ","Tram Kak","ត្រាំកក់","Tram Kak","ត្រាំកក់","","","11.075465","104.497016","https://www.google.com/maps?q=11.075465,104.497016"
"694","BAN05","Taben Market","ផ្សារតាបេន","Banteay Meanchey","បន្ទាយមានជ័យ","Svay Chek","ស្វាយចេក","Ta Baen","តាបែន","Ta Baen","តាបែន","13.769363","102.962599","https://www.google.com/maps?q=13.769363,102.962599"
"695","PNP01","Duy Mix","ផ្សារដុយ មីក្ស","Phnom Penh Capital","រាជធានីភ្នំពេញ","Prampir Meakkakra Khan","ខណ្ឌ៧មករា","Monourom Sangkat","សង្កាត់មនោរម្យ","","","11.567941","104.91553","https://www.google.com/maps?q=11.567941,104.91553"
"696","TAK03","Wat Chak Market","ផ្សារវាត ចាក","Takeo","តាកែវ","Bati","បាទី","Tnaot","ត្នោត","Tnaot","ត្នោត","11.233133","104.905438","https://www.google.com/maps?q=11.233133,104.905438"
"697","BAN01","Rohat Toek Market","ផ្សាររូហាត តូេក","Banteay Meanchey","បន្ទាយមានជ័យ","Mongkol Borei","មង្គលបូរី","Banteay Neang","បន្ទាយនាង","Banteay Neang","បន្ទាយនាង","13.480832","102.983388","https://www.google.com/maps?q=13.480832,102.983388"
"698","CHA03","Wat Thmei Market","ផ្សារវាត ថមី","Kampong Cham","កំពង់ចាម","Prey Chhor","ព្រៃឈរ","Sragnae","ស្រង៉ែ","","","12.052815","105.144019","https://www.google.com/maps?q=12.052815,105.144019"
"699","SIE01","Svay Sor Market","ផ្សារស្វាយស","Siemreap","សៀមរាប","Varin","វ៉ារិន","Varin","វ៉ារិន","Varin","វ៉ារិន","13.789772","103.750917","https://www.google.com/maps?q=13.789772,103.750917"
"700","TAK03","Thnol Bot Market","ផ្សារថ្នល់ បូត","Takeo","តាកែវ","Samraong","សំរោង","Samraong","សំរោង","Samraong","សំរោង","11.123557","104.688758","https://www.google.com/maps?q=11.123557,104.688758"
"701","KOH02","Koh Sdach","ផ្សារកោះស្តេច","Koh Kong","កោះកុង","Kiri Sakor","គិរីសាគរ","","","","","10.938298","103.078229","https://www.google.com/maps?q=10.938298,103.078229"
"702","BAN01","Samraong Market","ផ្សារសំរោង","Banteay Meanchey","បន្ទាយមានជ័យ","Ou Chrov","អូរជ្រៅ","Ou Beichoan","អូរបីជាន់","Ou Beichoan","អូរបីជាន់","13.557959","102.836528","https://www.google.com/maps?q=13.557959,102.836528"
"703","TAK03","Ba Srae","ផ្សារបា ស្រែ","Takeo","តាកែវ","Angkor Borei","អង្គរបូរី","Angkor Borei","អង្គរបូរី","","","11.056352","104.952258","https://www.google.com/maps?q=11.056352,104.952258"
"704","KAM04","Oun Santhuch Market","ផ្សារអូន សានថុច","Kampot","កំពត","Chhuk","ឈូក","Chhuk","ឈូក","","","10.82971","104.259058","https://www.google.com/maps?q=10.82971,104.259058"
"705","THO02","Romlong","ផ្សាររូមលូង","Kampong Thom","កំពង់ធំ","Kampong Svay","កំពង់ស្វាយ","Kampong Kou","កំពង់គោ","Kampong Kou Kraom","កំពង់គោក្រោម","12.332754","105.105329","https://www.google.com/maps?q=12.332754,105.105329"
"706","PNP05","Piphopthmey Chhukva I","ផ្សារពិភពថ្មី ឆុកវា I","Phnom Penh Capital","រាជធានីភ្នំពេញ","Praek Pnov Khan","ខណ្ឌព្រែកព្នៅ","Kouk Roka Sangkat","សង្កាត់គោករកា","Kouk Roka","គោករកា","11.596208","104.814359","https://www.google.com/maps?q=11.596208,104.814359"
"707","SIE02","Rokarkombot Market","ផ្សាររូការកូមបូត","Siemreap","សៀមរាប","Prasat Bakong","ប្រាសាទបាគង","Bakong","បាគង","","","13.299384","104.051502","https://www.google.com/maps?q=13.299384,104.051502"
"708","PRE","Korkhak Market","ផ្សារកូរខាក","Prey Veng","ព្រៃវែង","Kampong Trabaek","កំពង់ត្របែក","Kou Khchak","គោខ្ចក","Kou Khchak","គោខ្ចក","11.203325","105.556688","https://www.google.com/maps?q=11.203325,105.556688"
"709","THO05","99 Markek","ផ្សារ៩៩ មារកេក","Kampong Thom","កំពង់ធំ","Santuk","សន្ទុក","Kampong Thma","កំពង់ថ្ម","Snao","ស្នោ","13.057892","105.394094","https://www.google.com/maps?q=13.057892,105.394094"
"710","TAK01","Preysondek","ផ្សារព្រេយសូនដេក","Takeo","តាកែវ","Doun Kaev Municipality","ក្រុងដូនកែវ","","","","","10.90584","104.783271","https://www.google.com/maps?q=10.90584,104.783271"
"711","BAN05","Pheas Market","ផ្សារផេាស","Banteay Meanchey","បន្ទាយមានជ័យ","Svay Chek","ស្វាយចេក","Sarongk","សារង្គ","Kantrong","កន្ទ្រង់","13.752657","103.113405","https://www.google.com/maps?q=13.752657,103.113405"
"712","CHA01","Phsar Rungchak","ផ្សារ រុងចាក","Kampong Cham","កំពង់ចាម","Kampong Siem","កំពង់សៀម","","","","","12.008207","105.432895","https://www.google.com/maps?q=12.008207,105.432895"
"713","SIE01","Pheak Sneng","ផ្សារផេាក សនេង","Siemreap","សៀមរាប","Angkor Thum","អង្គរធំ","","","","","13.561194","103.883589","https://www.google.com/maps?q=13.561194,103.883589"
"714","PNP02","Meanang Market","ផ្សារមាណង","Phnom Penh Capital","រាជធានីភ្នំពេញ","Tuol Kouk Khan","ខណ្ឌទួលគោក","Boeng Kak Ti Pir Sangkat","សង្កាត់បឹងកក់ទី ២","","","11.574927","104.891204","https://www.google.com/maps?q=11.574927,104.891204"
"715","TAK03","Samrong Yaong","ផ្សារសំរោងយ៉ោង","Takeo","តាកែវ","Bati","បាទី","Chambak","ចំបក់","Bacham","បចាម","11.264933","104.825495","https://www.google.com/maps?q=11.264933,104.825495"
"716","KAM04","Kaoh Sla Market","ផ្សារកោះស្លា","Kampot","កំពត","Chhuk","ឈូក","Chhuk","ឈូក","","","10.9102","104.2492","https://www.google.com/maps?q=10.9102,104.2492"
"717","BAT02","Snoeng Market","ផ្សារសនូេង","Battambang","បាត់ដំបង","Banan","បាណន់","","","","","12.961807","103.048238","https://www.google.com/maps?q=12.961807,103.048238"
"718","TAK03","Chrae Market","ផ្សារចរែ","Takeo","តាកែវ","Prey Kabbas","ព្រៃកប្បាស","Prey Kabbas","ព្រៃកប្បាស","Prey Kabbas Ko","ព្រៃកប្បាស គ","11.084188","104.946145","https://www.google.com/maps?q=11.084188,104.946145"
"719","CHA01","Phsar Preakdeamchan","ផ្សារ ព្រេាកដេាមចាន","Kampong Cham","កំពង់ចាម","Kampong Cham Municipality","ក្រុងកំពង់ចាម","Kampong Cham Sangkat","សង្កាត់កំពង់ចាម","","","11.972403","105.442488","https://www.google.com/maps?q=11.972403,105.442488"
"720","CHA10","Prek Chor Market","ផ្សារព្រេក ចូរ","Tboung Khmum","ត្បូងឃ្មុំ","Dambae","តំបែរ","Dambae","តំបែរ","Dambae","តំបែរ","12.129475","105.896267","https://www.google.com/maps?q=12.129475,105.896267"
"721","CHA04","Phsaar Thmei Market","ផ្សារផសាារ ថមី","Tboung Khmum","ត្បូងឃ្មុំ","Tboung Khmum","ត្បូងឃ្មុំ","","","","","11.934422","105.594568","https://www.google.com/maps?q=11.934422,105.594568"
"722","BAT09","Heng Theng Pechanda Market","ផ្សារហេង ថេង ពេចានដា","","","","","","","","","13.222671","102.388984","https://www.google.com/maps?q=13.222671,102.388984"
"723","BAN05","Komru Market","ផ្សារកូមរុ","Banteay Meanchey","បន្ទាយមានជ័យ","Thma Puok","ថ្មពួក","Thma Puok","ថ្មពួក","Thma Puok","ថ្មពួក","13.944921","103.049031","https://www.google.com/maps?q=13.944921,103.049031"
"724","PRE","Chherng Tek Market","ផ្សារឆេរង តេក","Prey Veng","ព្រៃវែង","Prey Veng Municipality","ក្រុងព្រៃវែង","","","","","11.50192","105.324998","https://www.google.com/maps?q=11.50192,105.324998"
"725","PRE","Dey Krohorm","ផ្សារដេយ ក្រូហូរម","Prey Veng","ព្រៃវែង","Preah Sdach","ព្រះស្ដេច","Preah Sdach","ព្រះស្ដេច","Prey Run","ព្រៃរុន","11.11103","105.31044","https://www.google.com/maps?q=11.11103,105.31044"
"726","BAN01","Kuttasat Khnong Market","ផ្សារកុតតាសាត ខនូង","Banteay Meanchey","បន្ទាយមានជ័យ","Ou Chrov","អូរជ្រៅ","Ou Beichoan","អូរបីជាន់","Ou Beichoan","អូរបីជាន់","13.586705","102.762464","https://www.google.com/maps?q=13.586705,102.762464"
"727","STU02","Siem Bouk Market","ផ្សារសីេម បអូក","Kratie","ក្រចេះ","Kracheh Municipality","ក្រុងក្រចេះ","Kracheh Sangkat","សង្កាត់ក្រចេះ","Kracheh","ក្រចេះ","13.332124","106.106366","https://www.google.com/maps?q=13.332124,106.106366"
"728","KAN","Chrey Thom Market","ផ្សារជ្រៃធំ","Kandal","កណ្ដាល","Khsach Kandal","ខ្សាច់កណ្ដាល","Chey Thum","ជ័យធំ","Chey Thum","ជ័យធំ","10.958614","105.073568","https://www.google.com/maps?q=10.958614,105.073568"
"729","BAN05","Banteay Market","ផ្សារបានតេាយ","Banteay Meanchey","បន្ទាយមានជ័យ","Thma Puok","ថ្មពួក","Thma Puok","ថ្មពួក","Thma Puok","ថ្មពួក","13.944935","103.049317","https://www.google.com/maps?q=13.944935,103.049317"
"730","CHA09","Preak Dobuk","ផ្សារព្រេាក ដូបុក","Kampong Cham","កំពង់ចាម","Srei Santhor","ស្រីសន្ធរ","","","","","11.89114","105.160512","https://www.google.com/maps?q=11.89114,105.160512"
"731","THO02","Tangkork Market","ផ្សារតាងកូរក","Kampong Thom","កំពង់ធំ","Kampong Svay","កំពង់ស្វាយ","Kampong Kou","កំពង់គោ","Kampong Kou Kraom","កំពង់គោក្រោម","12.248582","105.12365","https://www.google.com/maps?q=12.248582,105.12365"
"732","BAN02","Banteayneang","ផ្សារបានតេាយនេាង","Banteay Meanchey","បន្ទាយមានជ័យ","Mongkol Borei","មង្គលបូរី","Banteay Neang","បន្ទាយនាង","Banteay Neang","បន្ទាយនាង","13.510929","103.016171","https://www.google.com/maps?q=13.510929,103.016171"
"733","BAN02","Phsar Chamkartadourk","ផ្សារ ចាមការតាដអូរក","Banteay Meanchey","បន្ទាយមានជ័យ","Mongkol Borei","មង្គលបូរី","Banteay Neang","បន្ទាយនាង","Banteay Neang","បន្ទាយនាង","13.523777","103.019136","https://www.google.com/maps?q=13.523777,103.019136"
"734","BAN02","Phsar Mongkolborey Thmey","ផ្សារ មូងកូលបូរេយ ថ្មី","Banteay Meanchey","បន្ទាយមានជ័យ","Mongkol Borei","មង្គលបូរី","Ruessei Kraok","ឫស្សីក្រោក","Ruessei Kraok","ឫស្សីក្រោក","13.540248","103.028593","https://www.google.com/maps?q=13.540248,103.028593"
"735","SIE01","Kampong Tkov","ផ្សារកំពង់ តកូវ","Siemreap","សៀមរាប","Kralanh","ក្រឡាញ់","Kralanh","ក្រឡាញ់","Kralanh","ក្រឡាញ់","13.601912","103.416614","https://www.google.com/maps?q=13.601912,103.416614"
"736","TAK03","Ponley Market","ផ្សារពូនលេយ","Takeo","តាកែវ","Angkor Borei","អង្គរបូរី","Angkor Borei","អង្គរបូរី","","","11.074849","104.880217","https://www.google.com/maps?q=11.074849,104.880217"
"737","BAT05","Lvea","ផ្សារលវេា","Battambang","បាត់ដំបង","Bavel","បវេល","Lvea","ល្វា","Lvea","ល្វា","13.352025","102.90836","https://www.google.com/maps?q=13.352025,102.90836"
"738","TAK01","Tonlop Market","ផ្សារតូនលូព","Takeo","តាកែវ","Kiri Vong","គីរីវង់","Kiri Chong Kaoh","គីរីចុងកោះ","","","10.643949","104.875086","https://www.google.com/maps?q=10.643949,104.875086"
"739","SPE01","Khnol Kheng","ផ្សារខនូល ខេង","Kampong Speu","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","Samrong Tong","សំរោងទង","Samrong Tong Leu","សំរោងទងលើ","11.518045","104.437299","https://www.google.com/maps?q=11.518045,104.437299"
"740","BAN02","Boeng Beng Market","ផ្សារបឹង បឹង","Banteay Meanchey","បន្ទាយមានជ័យ","Malai","ម៉ាឡៃ","Malai","ម៉ាឡៃ","","","13.5312","102.353189","https://www.google.com/maps?q=13.5312,102.353189"
"741","SIE02","Kom Pong Kdei Market","ផ្សារកំពង់ កដី","Siemreap","សៀមរាប","Chi Kraeng","ជីក្រែង","Chi Kraeng","ជីក្រែង","Chi Kraeng","ជីក្រែង","13.123516","104.342211","https://www.google.com/maps?q=13.123516,104.342211"
"742","PRH02","Kampongsralau Market","ផ្សារកាមពូងស្រាលាុ","Preah Vihear","ព្រះវិហារ","Chhaeb","ឆែប","Chhaeb Pir","ឆែបពីរ","","","14.078697","105.784535","https://www.google.com/maps?q=14.078697,105.784535"
"743","BAN01","Daem Tnaot","ផ្សារដែម តនៅត","Banteay Meanchey","បន្ទាយមានជ័យ","Serei Saophoan Municipality","ក្រុងសិរីសោភ័ណ","","","","","13.582677","102.948834","https://www.google.com/maps?q=13.582677,102.948834"
"744","BAT03","Prek Chik Market","ផ្សារព្រេក ចីក","Battambang","បាត់ដំបង","Rukh Kiri","រុក្ខគិរី","","","","","12.642488","103.392999","https://www.google.com/maps?q=12.642488,103.392999"
"745","SPE01","Dambouk Rung","ផ្សារដាមបអូក រុង","Kampong Speu","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","Chambak","ចំបក់","","","11.235296","104.322664","https://www.google.com/maps?q=11.235296,104.322664"
"746","SIE02","Banteay Srei Market","ផ្សារបន្ទាយស្រី","Siemreap","សៀមរាប","Banteay Srei","បន្ទាយស្រី","","","","","13.584339","103.956124","https://www.google.com/maps?q=13.584339,103.956124"
"747","KAN","Market Koke","ផ្សារកូកេ","Kandal","កណ្ដាល","Kien Svay","កៀនស្វាយ","Kokir","គគីរ","Kokir","គគីរ","11.510998","105.050511","https://www.google.com/maps?q=11.510998,105.050511"
"748","ODD03","Tomnobknor","ផ្សារតូមនូបកនូរ","Oddar Meanchey","ឧត្ដរមានជ័យ","Trapeang Prasat","ត្រពាំងប្រាសាទ","Trapeang Prasat","ត្រពាំងប្រាសាទ","Trapeang Prasat","ត្រពាំងប្រាសាទ","13.992493","104.357258","https://www.google.com/maps?q=13.992493,104.357258"
"749","TAK01","Learn Market","ផ្សារលេារន","Takeo","តាកែវ","Doun Kaev Municipality","ក្រុងដូនកែវ","","","","","10.86206","104.79017","https://www.google.com/maps?q=10.86206,104.79017"
"750","CHA04","Torpeng Rusey","ផ្សារតូរពេង ឫស្សី","Tboung Khmum","ត្បូងឃ្មុំ","Tboung Khmum","ត្បូងឃ្មុំ","","","","","12.044911","105.678316","https://www.google.com/maps?q=12.044911,105.678316"
"751","KAN","Chong Prek Market","ផ្សារចូង ព្រេក","Phnom Penh Capital","រាជធានីភ្នំពេញ","Chbar Ampov Khan","ខណ្ឌច្បារអំពៅ","Preaek Aeng Sangkat","សង្កាត់ព្រែកឯង","Chong Preaek","ចុងព្រែក","11.520382","104.99177","https://www.google.com/maps?q=11.520382,104.99177"
"752","KAN","Market Srae Ampil","ផ្សារស្រែ ាមពីល","Kandal","កណ្ដាល","Kien Svay","កៀនស្វាយ","Kampong Svay","កំពង់ស្វាយ","Kampong Svay","កំពង់ស្វាយ","11.493883","105.09744","https://www.google.com/maps?q=11.493883,105.09744"
"753","BAN01","Balang Market","ផ្សារបាលាង","Banteay Meanchey","បន្ទាយមានជ័យ","Malai","ម៉ាឡៃ","Ta Kong","តាគង់","Ta Kong","តាគង់","13.466267","102.723256","https://www.google.com/maps?q=13.466267,102.723256"
"754","THO05","7Makara Market","ផ្សារ៧Makara","Kampong Thom","កំពង់ធំ","Santuk","សន្ទុក","Kampong Thma","កំពង់ថ្ម","Snao","ស្នោ","12.902985","105.424516","https://www.google.com/maps?q=12.902985,105.424516"
"755","TAK03","Angkor Borei Market","ផ្សារាងកូរ បុរី","Takeo","តាកែវ","Angkor Borei","អង្គរបូរី","Angkor Borei","អង្គរបូរី","","","10.996159","104.975753","https://www.google.com/maps?q=10.996159,104.975753"
"756","THO02","Kampong Thmar","ផ្សារកំពង់ ថមារ","Kampong Thom","កំពង់ធំ","Baray","បារាយណ៍","Baray","បារាយណ៍","Baray Thum","បារាយណ៍ធំ","12.499235","105.126443","https://www.google.com/maps?q=12.499235,105.126443"
"757","PRE04","Market","ផ្សារ","Prey Veng","ព្រៃវែង","Me Sang","មេសាង","Prey Totueng","ព្រៃទទឹង","Prey Totueng","ព្រៃទទឹង","11.341257","105.623302","https://www.google.com/maps?q=11.341257,105.623302"
"758","BAN05","Boeng Trakoun Market","ផ្សារបឹង ត្រាកអូន","Banteay Meanchey","បន្ទាយមានជ័យ","Svay Chek","ស្វាយចេក","Svay Chek","ស្វាយចេក","Ponsay Cheung","ពន្សាយជើង","13.93209","103.045515","https://www.google.com/maps?q=13.93209,103.045515"
"759","BAN01","Chamnoam Market","ផ្សារចាមនូាម","Banteay Meanchey","បន្ទាយមានជ័យ","Mongkol Borei","មង្គលបូរី","Banteay Neang","បន្ទាយនាង","Banteay Neang","បន្ទាយនាង","13.442788","102.936553","https://www.google.com/maps?q=13.442788,102.936553"
"760","THO05","Tumring Market","ផ្សារតុមរីង","Kampong Thom","កំពង់ធំ","Santuk","សន្ទុក","Kampong Thma","កំពង់ថ្ម","Snao","ស្នោ","12.899631","105.424236","https://www.google.com/maps?q=12.899631,105.424236"
"761","BAT01","Prek Khpob","ផ្សារព្រែកខ្ពប","Battambang","បាត់ដំបង","Aek Phnum","ឯកភ្នំ","","","","","13.15717","103.235477","https://www.google.com/maps?q=13.15717,103.235477"
"762","BAN06","Sok Leap Market","ផ្សារសូក លេាព","Banteay Meanchey","បន្ទាយមានជ័យ","Preah Netr Preah","ព្រះនេត្រព្រះ","Phnum Lieb","ភ្នំលៀប","Phnum Lieb Lech","ភ្នំលៀបលិច","13.597858","103.350035","https://www.google.com/maps?q=13.597858,103.350035"
"763","BAN05","Boeng Trakounlech M","ផ្សារបឹង ត្រាកអូនលេច M","Banteay Meanchey","បន្ទាយមានជ័យ","Thma Puok","ថ្មពួក","Thma Puok","ថ្មពួក","Thma Puok","ថ្មពួក","13.986125","102.853843","https://www.google.com/maps?q=13.986125,102.853843"
"764","BAT05","Ampilpramdaeum","ផ្សារាមពីលព្រាមដែុម","Battambang","បាត់ដំបង","Bavel","បវេល","Bavel","បវេល","Bavel Pir","បវេល ២","13.259662","102.771356","https://www.google.com/maps?q=13.259662,102.771356"
"765","MON01","Chhun Chhat Market","ផ្សារឆុន ឆាត","Mondul Kiri","មណ្ឌលគិរី","Saen Monourom Municipality","ក្រុងសែនមនោរម្យ","Monourom Sangkat","សង្កាត់មនោរម្យ","","","12.458035","107.184482","https://www.google.com/maps?q=12.458035,107.184482"
"766","MON01","Mondulkiri Market","ផ្សារមណ្ឌលគិរី","Mondul Kiri","មណ្ឌលគិរី","Saen Monourom Municipality","ក្រុងសែនមនោរម្យ","Monourom Sangkat","សង្កាត់មនោរម្យ","","","12.45859","107.186881","https://www.google.com/maps?q=12.45859,107.186881"
