"id","branch_id","market","market_kh","province","province_kh","district","district_kh","commune","commune_kh","village","village_kh","latitude","longitude","google_maps_url"
"767","KAN","Market Sdov Korlong","ផ្សារសដូវ កូរលូង","Kandal","កណ្ដាល","Kien Svay","កៀនស្វាយ","Kampong Svay","កំពង់ស្វាយ","Kampong Svay","កំពង់ស្វាយ","11.493883","105.09744","https://www.google.com/maps?q=11.493883,105.09744"
"768","BAN06","Muy Sokhom Market","ផ្សារមុយ សូខូម","Banteay Meanchey","បន្ទាយមានជ័យ","Preah Netr Preah","ព្រះនេត្រព្រះ","Preak Netr Preah","ព្រះនេត្រព្រះ","","","13.605788","103.310535","https://www.google.com/maps?q=13.605788,103.310535"
"769","CHA02","Svay Teab Martket","ផ្សារស្វាយទាប","Kampong Cham","កំពង់ចាម","Chamkar Leu","ចំការលើ","Chamkar Andoung","ចំការអណ្ដូង","Chamkar Andoung","ចំការអណ្ដូង","12.291747","105.282237","https://www.google.com/maps?q=12.291747,105.282237"
"770","PNP06","Kbal Kork Market","ផ្សារក្បាលគោក","Phnom Penh Capital","រាជធានីភ្នំពេញ","Chraoy Chongvar Khan","ខណ្ឌជ្រោយចង្វារ","Kaoh Dach Sangkat","សង្កាត់កោះដាច់","Kaoh Dach","កោះដាច់","11.687614","104.956133","https://www.google.com/maps?q=11.687614,104.956133"
"771","KAN","Prek Horm Market","ផ្សារព្រេក ហូរម","Kandal","កណ្ដាល","Khsach Kandal","ខ្សាច់កណ្ដាល","","","","","11.001181","105.066413","https://www.google.com/maps?q=11.001181,105.066413"
"772","BAN05","Khav Lech Market","ផ្សារខាវ លេច","Banteay Meanchey","បន្ទាយមានជ័យ","Svay Chek","ស្វាយចេក","Svay Chek","ស្វាយចេក","Ponsay Cheung","ពន្សាយជើង","13.855802","102.869433","https://www.google.com/maps?q=13.855802,102.869433"
"773","CHA02","Speu Market","ផ្សារសពេុ","Kampong Cham","កំពង់ចាម","Chamkar Leu","ចំការលើ","Chamkar Andoung","ចំការអណ្ដូង","Chamkar Andoung","ចំការអណ្ដូង","12.327592","105.331518","https://www.google.com/maps?q=12.327592,105.331518"
"774","BAT05","Boeung Sangker","ផ្សារបឹង សាងកេរ","Battambang","បាត់ដំបង","Bavel","បវេល","Bavel","បវេល","Bavel Pir","បវេល ២","13.272443","102.720534","https://www.google.com/maps?q=13.272443,102.720534"
"775","KAN","Market Sorm Rong Thorm","ផ្សារសូរម រូង ថូរម","Kandal","កណ្ដាល","Kien Svay","កៀនស្វាយ","Kampong Svay","កំពង់ស្វាយ","Kampong Svay","កំពង់ស្វាយ","11.413693","105.222275","https://www.google.com/maps?q=11.413693,105.222275"
"776","KAN","Market Prek Thmey","ផ្សារព្រេក ថ្មី","Kandal","កណ្ដាល","Kien Svay","កៀនស្វាយ","Kampong Svay","កំពង់ស្វាយ","Kampong Svay","កំពង់ស្វាយ","11.330388","105.240967","https://www.google.com/maps?q=11.330388,105.240967"
"777","Center01","Lumphart","ផ្សារលុមផារត","Ratanak Kiri","រតនគិរី","Koun Mom","កូនមុំ","","","","","13.488559","106.981168","https://www.google.com/maps?q=13.488559,106.981168"
"778","CHA03","Phat Chum Market","ផ្សារផាត ចុម","Kampong Cham","កំពង់ចាម","Cheung Prey","ជើងព្រៃ","Sdaeung Chey","ស្ដើងជ័យ","Sdaeung Chey","ស្ដើងជ័យ","12.012605","105.038169","https://www.google.com/maps?q=12.012605,105.038169"
"779","KAN","Chher Khmao Market","ផ្សារឈើ ខមៅ","Kandal","កណ្ដាល","Khsach Kandal","ខ្សាច់កណ្ដាល","","","","","11.050812","105.077067","https://www.google.com/maps?q=11.050812,105.077067"
"780","BAN05","Koukromeat","ផ្សារកអូក្រូមេាត","Banteay Meanchey","បន្ទាយមានជ័យ","Thma Puok","ថ្មពួក","Thma Puok","ថ្មពួក","Thma Puok","ថ្មពួក","13.998225","102.944412","https://www.google.com/maps?q=13.998225,102.944412"
"781","BAT08","Samlout Market","ផ្សារសាមលអូត","Battambang","បាត់ដំបង","Samlout","សំឡូត","Samlout","សំឡូត","Samlout","សំឡូត","12.617304","102.859154","https://www.google.com/maps?q=12.617304,102.859154"
"782","CHH02","Phsa Prey Kri","ផ្សារ ព្រេយ ក្រី","Kampong Chhnang","កំពង់ឆ្នាំង","Chol Kiri","ជលគីរី","Chol Sar","ជលសា","Kampong Khlanh","កំពង់ខ្លាញ់","12.152548","104.872582","https://www.google.com/maps?q=12.152548,104.872582"
"783","PNP06","Dam Sroll Market","ផ្សារដាម ស្រូលល","Phnom Penh Capital","រាជធានីភ្នំពេញ","Chraoy Chongvar Khan","ខណ្ឌជ្រោយចង្វារ","Chrouy Changvar Sangkat","សង្កាត់ជ្រោយចង្វារ","","","11.578978","104.932759","https://www.google.com/maps?q=11.578978,104.932759"
"784","STU02","Srekor Chas Market","ផ្សារស្រេកូរ ចាស់","Stung Treng","ស្ទឹងត្រែង","Sesan","សេសាន","","","","","13.557102","106.39377","https://www.google.com/maps?q=13.557102,106.39377"
"785","CHA11","Bek Anlong Market","ផ្សារបែកអន្លង់","Kampong Cham","កំពង់ចាម","Stueng Trang","ស្ទឹងត្រង់","Preah Andoung","ព្រះអណ្ដូង","","","12.364182","105.58972","https://www.google.com/maps?q=12.364182,105.58972"
"786","BAN05","Thma Dechkes","ផ្សារថ្មដាច់កេស","Banteay Meanchey","បន្ទាយមានជ័យ","Thma Puok","ថ្មពួក","Thma Puok","ថ្មពួក","Thma Puok","ថ្មពួក","14.01998","103.074315","https://www.google.com/maps?q=14.01998,103.074315"
"787","THO02","Rong Pi","ផ្សាររូង ពី","Kampong Thom","កំពង់ធំ","Santuk","សន្ទុក","Kampong Thma","កំពង់ថ្ម","Kampong Thma","កំពង់ថ្ម","12.620205","105.471646","https://www.google.com/maps?q=12.620205,105.471646"
"788","CHA03","Than Chey Market","ផ្សារថាន ចេយ","Kampong Cham","កំពង់ចាម","Cheung Prey","ជើងព្រៃ","Sdaeung Chey","ស្ដើងជ័យ","Sdaeung Chey","ស្ដើងជ័យ","12.101008","105.071106","https://www.google.com/maps?q=12.101008,105.071106"
"789","BAN06","Tavorng Market","ផ្សារតាវូរង","Banteay Meanchey","បន្ទាយមានជ័យ","Phnum Srok","ភ្នំស្រុក","Ponley","ពន្លៃ","Ponley","ពន្លៃ","13.7705","103.226072","https://www.google.com/maps?q=13.7705,103.226072"
"790","KAN","Preak Loung Market","ផ្សារព្រេាក លអូង","Kandal","កណ្ដាល","Khsach Kandal","ខ្សាច់កណ្ដាល","Kaoh Oknha Tei","កោះឧកញ៉ាតី","Kandal Kaoh","កណ្ដាលកោះ","11.634189","104.953637","https://www.google.com/maps?q=11.634189,104.953637"
"791","BAN01","Samakum Market","ផ្សារសមាគម","Banteay Meanchey","បន្ទាយមានជ័យ","Paoy Paet Municipality","ក្រុងប៉ោយប៉ែត","Paoy Paet Sangkat","សង្កាត់ប៉ោយប៉ែត","Poay Pet","ប៉ោយប៉ែត","13.668362","102.587876","https://www.google.com/maps?q=13.668362,102.587876"
"792","BAN06","Ruessey Market","ផ្សារឫស្សី","Banteay Meanchey","បន្ទាយមានជ័យ","Preah Netr Preah","ព្រះនេត្រព្រះ","Chnuor Mean Chey","ឈ្នួរមានជ័យ","","","13.642","103.10297","https://www.google.com/maps?q=13.642,103.10297"
"793","BAN01","Mundul4","ផ្សារMundul៤","Banteay Meanchey","បន្ទាយមានជ័យ","Paoy Paet Municipality","ក្រុងប៉ោយប៉ែត","Paoy Paet Sangkat","សង្កាត់ប៉ោយប៉ែត","Poay Pet","ប៉ោយប៉ែត","13.661292","102.584145","https://www.google.com/maps?q=13.661292,102.584145"
"794","BAN06","Chhnuo Mean Cheay Big Market","ផ្សារឆនុូ មេាន ចេាយ បីហ្គ","Banteay Meanchey","បន្ទាយមានជ័យ","Preah Netr Preah","ព្រះនេត្រព្រះ","Chnuor Mean Chey","ឈ្នួរមានជ័យ","","","13.632332","103.101328","https://www.google.com/maps?q=13.632332,103.101328"
"795","BAN01","Sank Market","ផ្សារសានក","Banteay Meanchey","បន្ទាយមានជ័យ","Paoy Paet Municipality","ក្រុងប៉ោយប៉ែត","Phsar Kandal Sangkat","សង្កាត់ផ្សារកណ្តាល","Phsar Kandal","ផ្សារកណ្តាល","13.650814","102.59229","https://www.google.com/maps?q=13.650814,102.59229"
"796","CHA02","Barkhorm Market","ផ្សារបារខូរម","Kampong Cham","កំពង់ចាម","Cheung Prey","ជើងព្រៃ","Sdaeung Chey","ស្ដើងជ័យ","Sdaeung Chey","ស្ដើងជ័យ","12.182043","105.127338","https://www.google.com/maps?q=12.182043,105.127338"
"797","BAN05","Lucas Koet","ផ្សារលុកាស កូេត","Banteay Meanchey","បន្ទាយមានជ័យ","Svay Chek","ស្វាយចេក","Svay Chek","ស្វាយចេក","Ponsay Cheung","ពន្សាយជើង","13.801107","102.970939","https://www.google.com/maps?q=13.801107,102.970939"
"798","BAN01","Sophy Market","ផ្សារសូផយ","Banteay Meanchey","បន្ទាយមានជ័យ","Ou Chrov","អូរជ្រៅ","Souphi","សូភី","Souphi Tboung","សូភីត្បូង","13.64192","102.833283","https://www.google.com/maps?q=13.64192,102.833283"
"799","KOH03","Chi Phat Market","ផ្សារចី ផាត","Koh Kong","កោះកុង","Thma Bang","ថ្មបាំង","Chi Phat","ជីផាត","Chi Phat","ជីផាត","11.328245","103.523538","https://www.google.com/maps?q=11.328245,103.523538"
"800","BAN01","Kandal Market","ផ្សារកណ្ដាល","Banteay Meanchey","បន្ទាយមានជ័យ","Paoy Paet Municipality","ក្រុងប៉ោយប៉ែត","Paoy Paet Sangkat","សង្កាត់ប៉ោយប៉ែត","Poay Pet","ប៉ោយប៉ែត","13.637525","102.588725","https://www.google.com/maps?q=13.637525,102.588725"
"801","BAN05","Chamka Ko","ផ្សារចំការគោ","Banteay Meanchey","បន្ទាយមានជ័យ","Svay Chek","ស្វាយចេក","Svay Chek","ស្វាយចេក","Ponsay Cheung","ពន្សាយជើង","13.877501","102.777963","https://www.google.com/maps?q=13.877501,102.777963"
"802","THO02","Somang Reak Reay","ផ្សារសូមាង រេាក រេាយ","Kampong Thom","កំពង់ធំ","Santuk","សន្ទុក","Kampong Thma","កំពង់ថ្ម","Kampong Thma","កំពង់ថ្ម","12.643627","105.476478","https://www.google.com/maps?q=12.643627,105.476478"
"803","BAN01","Soeng Market","ផ្សារសូេង","Banteay Meanchey","បន្ទាយមានជ័យ","Ou Chrov","អូរជ្រៅ","Soengh","សឹង្ហ","Soengh Lech","សឹង្ហលិច","13.704789","102.859547","https://www.google.com/maps?q=13.704789,102.859547"
"804","BAN06","Kror Muon Market","ផ្សារក្រូរ មុូន","Banteay Meanchey","បន្ទាយមានជ័យ","Preah Netr Preah","ព្រះនេត្រព្រះ","Preak Netr Preah","ព្រះនេត្រព្រះ","","","13.594105","103.180415","https://www.google.com/maps?q=13.594105,103.180415"
"805","Center01","Taveng","ផ្សារតាវេង","Ratanak Kiri","រតនគិរី","Ta Veaeng","តាវែង","Ta Veaeng Leu","តាវែងលើ","Ta Veaeng","តាវែង","14.045859","107.107888","https://www.google.com/maps?q=14.045859,107.107888"
"806","ODD02","Ondong Bey Market","ផ្សារូនដូង បេយ","Oddar Meanchey","ឧត្ដរមានជ័យ","Anlong Veaeng","អន្លង់វែង","Anlong Veaeng","អន្លង់វែង","","","14.082103","104.095162","https://www.google.com/maps?q=14.082103,104.095162"
"807","BAT04","Chrouy Sadi Market","ផ្សារចរអូយ សាដី","Battambang","បាត់ដំបង","Thma Koul","ថ្មគោល","","","","","13.325887","103.061388","https://www.google.com/maps?q=13.325887,103.061388"
"808","BAT02","Roka Market","ផ្សាររូកា","Battambang","បាត់ដំបង","Sangkae","សង្កែ","Norea","នរា","Norea Pir","នរា ២","13.093315","103.275328","https://www.google.com/maps?q=13.093315,103.275328"
"809","BAT08","Reaksmeisangha Market","ផ្សាររេាកសមីសាងហា","Battambang","បាត់ដំបង","Rotonak Mondol","រតនមណ្ឌល","","","","","12.9392","102.9108","https://www.google.com/maps?q=12.9392,102.9108"
"810","TAK01","Phnom Den","ផ្សារភ្នំដិន","Takeo","តាកែវ","Kiri Vong","គីរីវង់","Kiri Chong Kaoh","គីរីចុងកោះ","","","10.603204","104.906676","https://www.google.com/maps?q=10.603204,104.906676"
